date,reservoir,full_depth_ft,full_capacity_mcft,level_ft,storage_mcft,inflow_cusecs,outflow_cusecs,last_year_level_ft,last_year_storage_mcft,storage_percentage
28-01-2024,Mettur,120,93470,107.91,71678,225,185,112.59,79698,76.69
28-01-2024,Papanasam,143,5500,96.91,2079,759,592,96.88,2078,37.8
28-01-2024,Vaigai,71,6091,21.42,305,48,33,21.42,305,5.01
29-01-2024,Amaravathi,90,4047,50.99,978,1505,1208,51.88,1021,24.17
29-01-2024,Bhavanisagar,105,32800,67.13,10718,37,31,64.35,9646,32.68
29-01-2024,Manimuthar,118,5511,85.39,2455,636,373,89.37,2751,44.55
29-01-2024,Mettur,120,93470,109,73495,1449,1425,111.05,76996,78.63
29-01-2024,Papanasam,143,5500,97.51,2112,631,464,97.5,2111,38.4
29-01-2024,Vaigai,71,6091,21.42,305,549,495,21.42,305,5.01
30-01-2024,Amaravathi,90,4047,47.34,812,207,138,45.34,729,20.06
30-01-2024,Bhavanisagar,105,32800,65.58,10111,295,235,68.73,11369,30.83
30-01-2024,Manimuthar,118,5511,85.9,2492,1787,1907,90.82,2864,45.22
30-01-2024,Mettur,120,93470,109.33,74052,315,250,105.57,67859,79.23
30-01-2024,Papanasam,143,5500,98.54,2168,1366,992,97.51,2112,39.42
30-01-2024,Vaigai,71,6091,21.42,305,309,173,22.19,333,5.01
31-01-2024,Amaravathi,90,4047,51.16,986,239,259,48.96,883,24.36
31-01-2024,Bhavanisagar,105,32800,66.93,10641,261,153,68.97,11468,32.44
31-01-2024,Manimuthar,118,5511,84.32,2379,4115,3070,81.73,2201,43.17
31-01-2024,Mettur,120,93470,108.75,73073,4835,5156,102.47,62976,78.18
31-01-2024,Papanasam,143,5500,96.31,2047,514,422,95.77,2019,37.22
31-01-2024,Vaigai,71,6091,21.42,305,159,136,21.42,305,5.01
01-02-2024,Amaravathi,90,4047,46.89,793,847,501,48.5,863,19.59
01-02-2024,Bhavanisagar,105,32800,62.23,8869,142,126,60.18,8158,27.04
01-02-2024,Manimuthar,118,5511,77.34,1916,1477,1211,80,2085,34.77
01-02-2024,Mettur,120,93470,100.45,59928,179,150,105.29,67398,64.11
01-02-2024,Papanasam,143,5500,89.04,1682,2060,1906,93.87,1920,30.58
01-02-2024,Vaigai,71,6091,21.42,305,549,406,21.66,313,5.01
02-02-2024,Amaravathi,90,4047,45.08,719,1384,889,43.91,673,17.77
02-02-2024,Bhavanisagar,105,32800,61.28,8535,153,139,61.96,8775,26.02
02-02-2024,Manimuthar,118,5511,79.88,2078,290,233,80.49,2118,37.71
02-02-2024,Mettur,120,93470,100.06,59348,31,28,97.58,55740,63.49
02-02-2024,Papanasam,143,5500,89.54,1707,908,978,85.75,1532,31.04
02-02-2024,Vaigai,71,6091,21.42,305,608,414,21.57,310,5.01
03-02-2024,Amaravathi,90,4047,45.97,755,487,406,44.2,684,18.66
03-02-2024,Bhavanisagar,105,32800,60.39,8229,534,396,63.76,9424,25.09
03-02-2024,Manimuthar,118,5511,79.65,2063,836,540,76.6,1871,37.43
03-02-2024,Mettur,120,93470,99.63,58702,1782,1793,97.43,55516,62.8
03-02-2024,Papanasam,143,5500,88.69,1666,3693,2771,85.54,1522,30.29
03-02-2024,Vaigai,71,6091,21.42,305,185,154,22.33,338,5.01
04-02-2024,Amaravathi,90,4047,46.59,780,535,460,45.61,740,19.27
04-02-2024,Bhavanisagar,105,32800,62.44,8943,311,210,61.33,8553,27.27
04-02-2024,Manimuthar,118,5511,79.42,2048,1811,1693,76.62,1872,37.16
04-02-2024,Mettur,120,93470,100.89,60586,1589,829,102.05,62336,64.82
04-02-2024,Papanasam,143,5500,87.55,1613,663,589,85.58,1524,29.33
04-02-2024,Vaigai,71,6091,21.42,305,1929,1045,21.42,305,5.01
05-02-2024,Amaravathi,90,4047,46.84,791,351,352,44.52,697,19.55
05-02-2024,Bhavanisagar,105,32800,59.52,7934,2221,1464,62.25,8876,24.19
05-02-2024,Manimuthar,118,5511,77.09,1901,155,126,75.03,1777,34.49
05-02-2024,Mettur,120,93470,98.92,57670,72,66,96.99,54899,61.7
05-02-2024,Papanasam,143,5500,88.03,1635,356,257,86.91,1584,29.73
05-02-2024,Vaigai,71,6091,21.42,305,1305,1235,22.42,341,5.01
06-02-2024,Amaravathi,90,4047,46.76,787,1636,967,44.33,689,19.45
06-02-2024,Bhavanisagar,105,32800,61.73,8691,98,87,64.64,9752,26.5
06-02-2024,Manimuthar,118,5511,81.36,2175,91,70,82.23,2234,39.47
06-02-2024,Mettur,120,93470,99.15,57997,1161,626,96.91,54783,62.05
06-02-2024,Papanasam,143,5500,89.43,1701,95,90,87.97,1632,30.93
06-02-2024,Vaigai,71,6091,21.42,305,7,4,22.24,334,5.01
07-02-2024,Amaravathi,90,4047,46.03,757,2146,1540,44.83,709,18.71
07-02-2024,Bhavanisagar,105,32800,61.99,8784,1016,691,59.6,7963,26.78
07-02-2024,Manimuthar,118,5511,78.3,1977,268,138,74.66,1755,35.87
07-02-2024,Mettur,120,93470,102.21,62587,345,302,106.79,69834,66.96
07-02-2024,Papanasam,143,5500,88.8,1671,444,360,86.9,1583,30.38
07-02-2024,Vaigai,71,6091,21.42,305,52,44,21.6,311,5.01
08-02-2024,Amaravathi,90,4047,48.14,847,625,483,47.23,807,20.93
08-02-2024,Bhavanisagar,105,32800,61.2,8508,325,180,58.5,7599,25.94
08-02-2024,Manimuthar,118,5511,77.71,1940,134,81,80.46,2116,35.2
08-02-2024,Mettur,120,93470,100.04,59319,861,550,94.07,50855,63.46
08-02-2024,Papanasam,143,5500,91.36,1794,877,487,92.67,1859,32.62
08-02-2024,Vaigai,71,6091,21.42,305,32,25,21.7,315,5.01
09-02-2024,Amaravathi,90,4047,47.25,808,1725,1869,45.9,752,19.97
09-02-2024,Bhavanisagar,105,32800,61.08,8467,1428,835,58.28,7528,25.81
09-02-2024,Manimuthar,118,5511,76.85,1886,95,64,79.53,2055,34.22
09-02-2024,Mettur,120,93470,99.84,59020,2518,2465,105.56,67837,63.14
09-02-2024,Papanasam,143,5500,91.8,1816,500,271,95.98,2030,33.02
09-02-2024,Vaigai,71,6091,21.42,305,920,718,22.31,337,5.01
10-02-2024,Amaravathi,90,4047,47.04,799,1133,834,48.02,842,19.74
10-02-2024,Bhavanisagar,105,32800,60.27,8188,928,573,57.25,7200,24.96
10-02-2024,Manimuthar,118,5511,78.19,1970,407,242,77.28,1913,35.75
10-02-2024,Mettur,120,93470,101.56,61590,388,372,100.35,59778,65.89
10-02-2024,Papanasam,143,5500,90.74,1764,850,484,90.86,1770,32.07
10-02-2024,Vaigai,71,6091,21.42,305,377,248,22.62,349,5.01
11-02-2024,Amaravathi,90,4047,46.57,779,1174,1257,48.39,858,19.25
11-02-2024,Bhavanisagar,105,32800,60.74,8350,959,788,62.02,8793,25.46
11-02-2024,Manimuthar,118,5511,77.82,1946,889,655,73.02,1660,35.31
11-02-2024,Mettur,120,93470,103.65,64813,1862,2030,106.91,70030,69.34
11-02-2024,Papanasam,143,5500,87.38,1605,840,827,89.93,1725,29.18
11-02-2024,Vaigai,71,6091,21.42,305,25,16,21.42,305,5.01
12-02-2024,Amaravathi,90,4047,46.38,772,2098,2074,46.16,762,19.08
12-02-2024,Bhavanisagar,105,32800,62.43,8942,1033,906,60.64,8315,27.26
12-02-2024,Manimuthar,118,5511,78.54,1992,1008,934,79.74,2069,36.15
12-02-2024,Mettur,120,93470,99.05,57857,486,365,101.82,61981,61.9
12-02-2024,Papanasam,143,5500,88.51,1658,204,207,86.81,1579,30.15
12-02-2024,Vaigai,71,6091,21.42,305,1539,1425,22.61,349,5.01
13-02-2024,Amaravathi,90,4047,45.8,748,18,14,45.83,749,18.48
13-02-2024,Bhavanisagar,105,32800,61.22,8514,1994,1678,63.59,9363,25.96
13-02-2024,Manimuthar,118,5511,79.01,2022,440,404,79.79,2072,36.69
13-02-2024,Mettur,120,93470,98.95,57707,394,264,96.48,54181,61.74
13-02-2024,Papanasam,143,5500,92.37,1844,256,246,93.76,1914,33.53
13-02-2024,Vaigai,71,6091,21.42,305,1080,1187,21.95,324,5.01
14-02-2024,Amaravathi,90,4047,45.26,726,670,726,47.42,815,17.94
14-02-2024,Bhavanisagar,105,32800,60.67,8326,4304,2574,62.05,8805,25.38
14-02-2024,Manimuthar,118,5511,75.46,1802,76,67,77.13,1903,32.7
14-02-2024,Mettur,120,93470,99.19,58069,239,125,93.19,49670,62.13
14-02-2024,Papanasam,143,5500,87.95,1632,16,13,87.86,1627,29.67
14-02-2024,Vaigai,71,6091,21.42,305,1290,1371,21.42,305,5.01
15-02-2024,Amaravathi,90,4047,46.05,758,496,355,47.66,826,18.73
15-02-2024,Bhavanisagar,105,32800,62.08,8816,101,97,65.03,9901,26.88
15-02-2024,Manimuthar,118,5511,79.71,2067,1666,1008,83.45,2318,37.51
15-02-2024,Mettur,120,93470,99.63,58715,436,395,96.18,53752,62.82
15-02-2024,Papanasam,143,5500,88.03,1635,700,482,90.87,1771,29.73
15-02-2024,Vaigai,71,6091,21.42,305,2778,1740,21.43,305,5.01
16-02-2024,Amaravathi,90,4047,45.51,736,668,563,47.38,814,18.19
16-02-2024,Bhavanisagar,105,32800,60.58,8293,434,381,60.07,8119,25.28
16-02-2024,Manimuthar,118,5511,78.03,1959,523,488,80.89,2144,35.55
16-02-2024,Mettur,120,93470,100.11,59417,2695,2619,94.98,52098,63.57
16-02-2024,Papanasam,143,5500,89.43,1701,2397,1714,92.63,1857,30.93
16-02-2024,Vaigai,71,6091,21.42,305,1027,665,21.68,314,5.01
17-02-2024,Amaravathi,90,4047,46.12,761,1126,857,44.97,714,18.8
17-02-2024,Bhavanisagar,105,32800,59.24,7844,1292,1371,62.26,8881,23.91
17-02-2024,Manimuthar,118,5511,74.81,1764,2223,1419,72.58,1635,32.01
17-02-2024,Mettur,120,93470,101.42,61378,2606,2033,102.78,63466,65.67
17-02-2024,Papanasam,143,5500,84.43,1473,2508,2022,84.09,1459,26.78
17-02-2024,Vaigai,71,6091,21.42,305,524,428,21.42,305,5.01
18-02-2024,Amaravathi,90,4047,46.61,781,46,36,45.79,747,19.3
18-02-2024,Bhavanisagar,105,32800,60.62,8308,172,176,62.31,8900,25.33
18-02-2024,Manimuthar,118,5511,78.64,1998,403,409,82.63,2261,36.25
18-02-2024,Mettur,120,93470,99.32,58246,164,179,96.04,53557,62.32
18-02-2024,Papanasam,143,5500,88.46,1655,1004,659,86.57,1568,30.09
18-02-2024,Vaigai,71,6091,21.42,305,611,414,21.42,305,5.01
19-02-2024,Amaravathi,90,4047,47.07,801,1320,853,44.42,693,19.79
19-02-2024,Bhavanisagar,105,32800,61.17,8496,280,293,62.14,8836,25.9
19-02-2024,Manimuthar,118,5511,79.11,2028,268,290,80.02,2087,36.8
19-02-2024,Mettur,120,93470,99.99,59240,842,680,96.68,54454,63.38
19-02-2024,Papanasam,143,5500,88.83,1673,1577,1045,89.29,1695,30.42
19-02-2024,Vaigai,71,6091,21.42,305,166,93,22.05,327,5.01
20-02-2024,Amaravathi,90,4047,45.5,735,1699,859,47.8,832,18.16
20-02-2024,Bhavanisagar,105,32800,61.22,8513,1149,751,62.8,9073,25.95
20-02-2024,Manimuthar,118,5511,77.96,1956,6,3,74.56,1749,35.49
20-02-2024,Mettur,120,93470,100.56,60092,174,110,96.67,54439,64.29
20-02-2024,Papanasam,143,5500,89.27,1693,3198,2210,85.51,1521,30.78
20-02-2024,Vaigai,71,6091,21.42,305,327,350,21.96,324,5.01
21-02-2024,Amaravathi,90,4047,45.15,721,254,128,43.68,664,17.82
21-02-2024,Bhavanisagar,105,32800,61.19,8504,886,520,63.5,9329,25.93
21-02-2024,Manimuthar,118,5511,79.26,2038,226,244,80.54,2121,36.98
21-02-2024,Mettur,120,93470,98.56,57139,53,57,102.95,63718,61.13
21-02-2024,Papanasam,143,5500,84.56,1479,156,161,89.34,1697,26.89
21-02-2024,Vaigai,71,6091,21.42,305,667,365,21.42,305,5.01
22-02-2024,Amaravathi,90,4047,47.25,808,133,115,45.3,727,19.97
22-02-2024,Bhavanisagar,105,32800,60.95,8421,241,214,60.25,8181,25.67
22-02-2024,Manimuthar,118,5511,77.52,1928,1061,669,81.05,2155,34.98
22-02-2024,Mettur,120,93470,101.77,61913,2364,2593,97.67,55856,66.24
22-02-2024,Papanasam,143,5500,88.89,1675,756,729,92.6,1856,30.45
22-02-2024,Vaigai,71,6091,21.42,305,174,167,21.46,306,5.01
23-02-2024,Amaravathi,90,4047,48.36,856,318,165,45.55,738,21.15
23-02-2024,Bhavanisagar,105,32800,60.29,8195,15,15,58.59,7628,24.98
23-02-2024,Manimuthar,118,5511,79.64,2062,2821,1623,75.63,1813,37.42
23-02-2024,Mettur,120,93470,102.17,62518,1071,634,105.94,68441,66.89
23-02-2024,Papanasam,143,5500,88.34,1650,154,83,82.9,1407,30
23-02-2024,Vaigai,71,6091,21.42,305,216,179,22.6,348,5.01
24-02-2024,Amaravathi,90,4047,47.03,799,24,22,45.99,755,19.74
24-02-2024,Bhavanisagar,105,32800,61.52,8618,1541,1694,59.33,7872,26.27
24-02-2024,Manimuthar,118,5511,79.01,2022,1463,1491,79.8,2073,36.69
24-02-2024,Mettur,120,93470,98.68,57313,228,144,99.11,57949,61.32
24-02-2024,Papanasam,143,5500,88.59,1662,328,241,85.77,1532,30.22
24-02-2024,Vaigai,71,6091,21.42,305,68,45,21.42,305,5.01
25-02-2024,Amaravathi,90,4047,46.13,761,542,437,47.29,810,18.8
25-02-2024,Bhavanisagar,105,32800,62.2,8858,3028,3177,62.22,8866,27.01
25-02-2024,Manimuthar,118,5511,80.42,2113,328,210,80.3,2105,38.34
25-02-2024,Mettur,120,93470,102.38,62850,86,88,99.44,58430,67.24
25-02-2024,Papanasam,143,5500,88.6,1662,287,280,83.11,1416,30.22
25-02-2024,Vaigai,71,6091,21.42,305,1533,1606,21.42,305,5.01
26-02-2024,Amaravathi,90,4047,47.51,819,287,164,47.82,833,20.24
26-02-2024,Bhavanisagar,105,32800,59.92,8068,1426,829,63.21,9224,24.6
26-02-2024,Manimuthar,118,5511,76.69,1876,219,173,80.73,2133,34.04
26-02-2024,Mettur,120,93470,102.81,63499,124,128,108.21,72179,67.94
26-02-2024,Papanasam,143,5500,87.35,1604,1663,1784,89.57,1708,29.16
26-02-2024,Vaigai,71,6091,21.42,305,704,621,21.48,307,5.01
27-02-2024,Amaravathi,90,4047,45.86,750,937,746,46.52,777,18.53
27-02-2024,Bhavanisagar,105,32800,60.62,8308,285,282,59.73,8005,25.33
27-02-2024,Manimuthar,118,5511,77.71,1940,1504,1584,81.73,2200,35.2
27-02-2024,Mettur,120,93470,100.2,59552,958,795,95.04,52174,63.71
27-02-2024,Papanasam,143,5500,88.86,1674,211,231,91.7,1811,30.44
27-02-2024,Vaigai,71,6091,21.42,305,602,445,22.16,332,5.01
28-02-2024,Amaravathi,90,4047,44.78,707,707,667,45.86,750,17.47
28-02-2024,Bhavanisagar,105,32800,60.95,8421,83,58,64.33,9637,25.67
28-02-2024,Manimuthar,118,5511,80.01,2087,1034,648,75.4,1798,37.87
28-02-2024,Mettur,120,93470,100.29,59679,472,341,97.33,55378,63.85
28-02-2024,Papanasam,143,5500,88.7,1667,1167,836,89.18,1689,30.31
28-02-2024,Vaigai,71,6091,21.42,305,1298,753,21.42,305,5.01
29-02-2024,Amaravathi,90,4047,47.98,840,1861,1413,47.47,818,20.76
29-02-2024,Bhavanisagar,105,32800,59.98,8088,163,177,62.22,8867,24.66
29-02-2024,Manimuthar,118,5511,80.05,2089,563,504,75.27,1791,37.91
29-02-2024,Mettur,120,93470,99.64,58719,76,48,101.79,61947,62.82
29-02-2024,Papanasam,143,5500,90.37,1746,1098,603,88.78,1670,31.75
29-02-2024,Vaigai,71,6091,21.42,305,1755,938,21.49,307,5.01
01-03-2024,Amaravathi,90,4047,43.7,665,1098,932,41.36,579,16.43
01-03-2024,Bhavanisagar,105,32800,59.41,7897,251,136,56.11,6847,24.08
01-03-2024,Manimuthar,118,5511,73.14,1667,218,166,74.28,1732,30.25
01-03-2024,Mettur,120,93470,96.6,54348,60,60,96.55,54269,58.14
01-03-2024,Papanasam,143,5500,85.33,1513,432,283,81.87,1364,27.51
01-03-2024,Vaigai,71,6091,21.42,305,589,598,21.42,305,5.01
02-03-2024,Amaravathi,90,4047,44.11,680,2325,1238,44.62,700,16.8
02-03-2024,Bhavanisagar,105,32800,57.52,7286,2007,1601,59.82,8036,22.21
02-03-2024,Manimuthar,118,5511,74.13,1724,344,340,70.41,1516,31.28
02-03-2024,Mettur,120,93470,97.95,56262,1323,937,100.01,59267,60.19
02-03-2024,Papanasam,143,5500,82.11,1374,516,277,86.34,1558,24.98
02-03-2024,Vaigai,71,6091,21.42,305,1526,1622,22.64,350,5.01
03-03-2024,Amaravathi,90,4047,44.08,679,424,296,41.83,596,16.78
03-03-2024,Bhavanisagar,105,32800,56.07,6833,448,414,57.59,7309,20.83
03-03-2024,Manimuthar,118,5511,72.33,1621,865,584,74.83,1765,29.41
03-03-2024,Mettur,120,93470,92.13,48270,633,417,96.18,53753,51.64
03-03-2024,Papanasam,143,5500,81.03,1329,1101,1033,77.75,1199,24.16
03-03-2024,Vaigai,71,6091,21.42,305,2431,1224,21.42,305,5.01
04-03-2024,Amaravathi,90,4047,42.52,621,83,72,43.71,665,15.34
04-03-2024,Bhavanisagar,105,32800,56.71,7033,770,417,55.76,6740,21.44
04-03-2024,Manimuthar,118,5511,75.87,1827,2069,1060,71.2,1559,33.15
04-03-2024,Mettur,120,93470,94.32,51201,1444,1473,96.64,54402,54.78
04-03-2024,Papanasam,143,5500,83.9,1450,3073,2915,84.66,1483,26.36
04-03-2024,Vaigai,71,6091,21.42,305,1346,1393,21.42,305,5.01
05-03-2024,Amaravathi,90,4047,45.72,745,1108,1155,45.22,724,18.41
05-03-2024,Bhavanisagar,105,32800,55.95,6797,581,637,55.78,6745,20.72
05-03-2024,Manimuthar,118,5511,71.77,1590,1117,991,69.95,1491,28.85
05-03-2024,Mettur,120,93470,95.31,52555,1378,1265,97.34,55396,56.23
05-03-2024,Papanasam,143,5500,86.73,1575,1445,856,81.44,1346,28.64
05-03-2024,Vaigai,71,6091,21.42,305,734,771,21.42,305,5.01
06-03-2024,Amaravathi,90,4047,42.59,624,434,321,42.98,638,15.42
06-03-2024,Bhavanisagar,105,32800,56.94,7102,1209,1036,59.49,7925,21.65
06-03-2024,Manimuthar,118,5511,72.41,1626,162,122,75.23,1789,29.5
06-03-2024,Mettur,120,93470,95.83,53270,131,134,99.97,59212,56.99
06-03-2024,Papanasam,143,5500,81.64,1354,93,88,79.34,1261,24.62
06-03-2024,Vaigai,71,6091,21.42,305,358,303,21.42,305,5.01
07-03-2024,Amaravathi,90,4047,42.9,635,665,631,42.96,637,15.69
07-03-2024,Bhavanisagar,105,32800,58.8,7697,402,346,59.7,7997,23.47
07-03-2024,Manimuthar,118,5511,73.32,1677,496,422,76.51,1865,30.43
07-03-2024,Mettur,120,93470,94.44,51353,22,21,90.08,45636,54.94
07-03-2024,Papanasam,143,5500,83.24,1422,752,789,81.37,1343,25.85
07-03-2024,Vaigai,71,6091,21.42,305,13,14,21.53,309,5.01
08-03-2024,Amaravathi,90,4047,43.21,646,36,33,44.97,714,15.96
08-03-2024,Bhavanisagar,105,32800,55.93,6793,74,37,58.36,7554,20.71
08-03-2024,Manimuthar,118,5511,75.02,1776,1503,934,73.71,1700,32.23
08-03-2024,Mettur,120,93470,95.5,52811,133,131,99.2,58073,56.5
08-03-2024,Papanasam,143,5500,82.22,1379,106,56,77.99,1208,25.07
08-03-2024,Vaigai,71,6091,21.42,305,128,78,22.19,333,5.01
09-03-2024,Amaravathi,90,4047,43.14,644,432,456,43.6,661,15.91
09-03-2024,Bhavanisagar,105,32800,56.96,7111,205,128,58.55,7614,21.68
09-03-2024,Manimuthar,118,5511,71.67,1584,2965,3231,69.23,1453,28.74
09-03-2024,Mettur,120,93470,91.55,47523,538,271,89.17,44486,50.84
09-03-2024,Papanasam,143,5500,82.37,1385,429,297,84.37,1471,25.18
09-03-2024,Vaigai,71,6091,21.42,305,229,224,21.42,305,5.01
10-03-2024,Amaravathi,90,4047,44.28,687,267,190,46.37,771,16.98
10-03-2024,Bhavanisagar,105,32800,57.35,7233,134,144,59.7,7996,22.05
10-03-2024,Manimuthar,118,5511,73.13,1666,385,294,74.16,1726,30.23
10-03-2024,Mettur,120,93470,93.55,50157,759,497,95.04,52174,53.66
10-03-2024,Papanasam,143,5500,83.28,1424,574,322,85.34,1513,25.89
10-03-2024,Vaigai,71,6091,21.42,305,166,158,21.78,317,5.01
11-03-2024,Amaravathi,90,4047,43.71,665,1757,1907,45.75,745,16.43
11-03-2024,Bhavanisagar,105,32800,54.75,6441,1515,1127,56.44,6948,19.64
11-03-2024,Manimuthar,118,5511,72.95,1656,1746,1219,75.92,1830,30.05
11-03-2024,Mettur,120,93470,93.27,49779,590,571,88.7,43910,53.26
11-03-2024,Papanasam,143,5500,83.44,1431,342,188,86.77,1578,26.02
11-03-2024,Vaigai,71,6091,21.42,305,1954,1894,21.42,305,5.01
12-03-2024,Amaravathi,90,4047,43.49,657,400,437,43.35,652,16.23
12-03-2024,Bhavanisagar,105,32800,57.34,7228,461,373,53.79,6160,22.04
12-03-2024,Manimuthar,118,5511,72.22,1615,378,392,69.93,1490,29.31
12-03-2024,Mettur,120,93470,93.66,50309,2505,1766,95.14,52311,53.82
12-03-2024,Papanasam,143,5500,80.71,1316,1559,1623,79.12,1253,23.93
12-03-2024,Vaigai,71,6091,21.42,305,840,839,21.61,311,5.01
13-03-2024,Amaravathi,90,4047,43.2,646,613,501,42.26,612,15.96
13-03-2024,Bhavanisagar,105,32800,56.9,7089,417,388,56.5,6968,21.61
13-03-2024,Manimuthar,118,5511,73.34,1679,930,633,69.16,1449,30.47
13-03-2024,Mettur,120,93470,96.2,53780,2043,1147,101.06,60835,57.54
13-03-2024,Papanasam,143,5500,81.58,1352,333,282,83.82,1447,24.58
13-03-2024,Vaigai,71,6091,21.42,305,476,419,21.42,305,5.01
14-03-2024,Amaravathi,90,4047,43.01,639,1139,997,42.54,622,15.79
14-03-2024,Bhavanisagar,105,32800,56.19,6870,1274,1086,54.18,6274,20.95
14-03-2024,Manimuthar,118,5511,75.19,1786,400,348,78.68,2001,32.41
14-03-2024,Mettur,120,93470,92.29,48491,272,251,87.3,42197,51.88
14-03-2024,Papanasam,143,5500,82.97,1410,2320,1524,86.9,1583,25.64
14-03-2024,Vaigai,71,6091,21.42,305,202,110,21.42,305,5.01
15-03-2024,Amaravathi,90,4047,43.65,663,222,225,44.68,703,16.38
15-03-2024,Bhavanisagar,105,32800,58.19,7500,205,179,60.43,8242,22.87
15-03-2024,Manimuthar,118,5511,73.65,1696,1184,729,75.67,1815,30.77
15-03-2024,Mettur,120,93470,93.56,50165,663,469,94.9,51985,53.67
15-03-2024,Papanasam,143,5500,81.57,1352,2279,1507,84.01,1455,24.58
15-03-2024,Vaigai,71,6091,21.42,305,712,510,22.06,328,5.01
16-03-2024,Amaravathi,90,4047,45.3,727,72,56,43.58,660,17.96
16-03-2024,Bhavanisagar,105,32800,55.36,6621,1533,1382,55.01,6518,20.19
16-03-2024,Manimuthar,118,5511,75.87,1827,518,298,76.5,1865,33.15
16-03-2024,Mettur,120,93470,92.07,48197,1079,555,86.54,41287,51.56
16-03-2024,Papanasam,143,5500,84.09,1459,1213,786,86.23,1553,26.53
16-03-2024,Vaigai,71,6091,21.42,305,397,353,21.42,305,5.01
17-03-2024,Amaravathi,90,4047,44.22,685,177,158,46.32,769,16.93
17-03-2024,Bhavanisagar,105,32800,56.62,7002,508,316,57.47,7269,21.35
17-03-2024,Manimuthar,118,5511,73.35,1679,514,416,76.58,1870,30.47
17-03-2024,Mettur,120,93470,93.91,50644,297,235,96.89,54752,54.18
17-03-2024,Papanasam,143,5500,81.19,1336,1270,908,77.85,1203,24.29
17-03-2024,Vaigai,71,6091,21.42,305,2521,2676,22.29,336,5.01
18-03-2024,Amaravathi,90,4047,42.12,607,795,813,43.35,652,15
18-03-2024,Bhavanisagar,105,32800,54.76,6442,634,665,56.68,7023,19.64
18-03-2024,Manimuthar,118,5511,73.16,1668,462,373,73.33,1678,30.27
18-03-2024,Mettur,120,93470,92.08,48207,242,265,91.26,47139,51.57
18-03-2024,Papanasam,143,5500,83,1412,2904,2885,82.36,1384,25.67
18-03-2024,Vaigai,71,6091,21.42,305,584,552,21.92,322,5.01
19-03-2024,Amaravathi,90,4047,42.96,637,1543,1268,44.23,685,15.74
19-03-2024,Bhavanisagar,105,32800,53.69,6133,455,423,54.24,6291,18.7
19-03-2024,Manimuthar,118,5511,74.78,1762,2282,2030,72.74,1644,31.97
19-03-2024,Mettur,120,93470,96.76,54574,456,272,100.1,59401,58.39
19-03-2024,Papanasam,143,5500,81.23,1337,584,389,77.84,1202,24.31
19-03-2024,Vaigai,71,6091,21.42,305,1682,1563,22.65,350,5.01
20-03-2024,Amaravathi,90,4047,43,639,375,302,45.14,721,15.79
20-03-2024,Bhavanisagar,105,32800,55.55,6679,473,306,58.22,7510,20.36
20-03-2024,Manimuthar,118,5511,76.69,1876,775,659,73.63,1695,34.04
20-03-2024,Mettur,120,93470,91.14,46989,65,59,92.81,49167,50.27
20-03-2024,Papanasam,143,5500,77.53,1190,560,600,78.49,1228,21.64
20-03-2024,Vaigai,71,6091,21.42,305,909,831,21.42,305,5.01
21-03-2024,Amaravathi,90,4047,42.51,621,1576,915,40.79,560,15.34
21-03-2024,Bhavanisagar,105,32800,57.23,7194,310,332,57.46,7265,21.93
21-03-2024,Manimuthar,118,5511,74.19,1727,25,17,73.54,1690,31.34
21-03-2024,Mettur,120,93470,94.55,51509,242,259,90.46,46117,55.11
21-03-2024,Papanasam,143,5500,80.24,1297,707,407,84.82,1490,23.58
21-03-2024,Vaigai,71,6091,21.42,305,1170,1217,21.42,305,5.01
22-03-2024,Amaravathi,90,4047,42.08,605,724,754,44.33,689,14.95
22-03-2024,Bhavanisagar,105,32800,58.11,7474,105,76,55.21,6575,22.79
22-03-2024,Manimuthar,118,5511,74.34,1736,127,67,74.18,1727,31.5
22-03-2024,Mettur,120,93470,94.44,51357,413,364,93.27,49779,54.94
22-03-2024,Papanasam,143,5500,83.48,1432,406,325,83.7,1441,26.04
22-03-2024,Vaigai,71,6091,21.42,305,3466,2728,21.42,305,5.01
23-03-2024,Amaravathi,90,4047,42.5,620,805,807,42.63,625,15.32
23-03-2024,Bhavanisagar,105,32800,59.79,8024,741,569,61.73,8694,24.46
23-03-2024,Manimuthar,118,5511,72.95,1656,159,168,68.46,1413,30.05
23-03-2024,Mettur,120,93470,92.98,49398,243,264,91.96,48055,52.85
23-03-2024,Papanasam,143,5500,83.27,1423,163,148,87.16,1595,25.87
23-03-2024,Vaigai,71,6091,21.42,305,365,325,21.42,305,5.01
24-03-2024,Amaravathi,90,4047,43.47,656,615,581,41.97,601,16.21
24-03-2024,Bhavanisagar,105,32800,56.58,6992,396,418,57.99,7434,21.32
24-03-2024,Manimuthar,118,5511,74.44,1742,368,204,72.65,1639,31.61
24-03-2024,Mettur,120,93470,92.7,49027,182,94,94.37,51258,52.45
24-03-2024,Papanasam,143,5500,81.15,1334,743,681,79.39,1263,24.25
24-03-2024,Vaigai,71,6091,21.42,305,1443,780,22.64,350,5.01
25-03-2024,Amaravathi,90,4047,42,602,349,250,44.22,685,14.88
25-03-2024,Bhavanisagar,105,32800,56.7,7028,412,333,53.76,6151,21.43
25-03-2024,Manimuthar,118,5511,73.1,1665,523,319,72.81,1648,30.21
25-03-2024,Mettur,120,93470,93.86,50578,349,355,93.56,50171,54.11
